"SCAC","Trailer ID","Last Location","Last Position Time","Last Event","Last Event Time","Dormant State","Days Dormant","Ext Power","Latitude","Longitude","MSN","Sched Status Report Time","Status Report Interval","Queued Status Report Interval","Emergency Tracking","Reporting Interval","Temp Notification","Low Battery","Depleted Battery","GPS Antenna","Overdue Status","Stale Position","Loaded/Empty","Loaded Time","Cargo Status","Door Status","Aux Status","Trip Status","Monitoring Plan ID","Description","Overrides","Trailer Type","Manufacturer","Model Year","Length","Door Type","Suspension Type","Roof Type","Lift Gate Equipped","Mobile Unit Type","Tractor ID","Tractor SCAC","Connected/Disconnected","Connect Time","Active Geofence","Group Membership","Firmware","Reefer Last Communication Time","Reefer Type","Reefer Model","Enabled for Monitoring","Reefer Mode","Reefer Engine Mode","Reefer Engine State","Reefer Engine Speed","Reefer Operating Status","Reefer Set Point","Reefer Return Temp","Reefer Supply Temp","Reefer Engine Hours","Reefer Battery Voltage","Highest OEM Alarm State","Temp Out-of-Range Alarm","Low Fuel Alarm","Incorrect Set Point Alarm","Reefer OEM Alarm Severity Level","Reefer OEM Alarm Codes"
"BGME","DE022",".99 miles SE of Sloatsburg, NY","01/07/09 21:18:54  EST","UTT Status Report","01/07/09 21:18:21  EST","high","15","no","41.14361","-74.18055","0120131688","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DE","","","0 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/23/08 11:39:11  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE023","2.34 miles S of ATN in CHATTANOOGA, TN","01/07/09 19:30:45  EST","UTT Status Report","01/07/09 19:30:18  EST","high","19","no","34.99583","-85.30000","0120133257","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DE","XL","2000","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/14/08 08:56:00  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE024","2.07 miles W of Fort Payne, AL","01/08/09 11:50:22  EST","Omni Position","01/08/09 11:50:22  EST","high","95","no","34.43888","-85.75583","0120152216","05 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","HH","Heavy Haul","yes","DE","XL","2000","48 ft","unknown","unknown","unknown","unknown","untethered","207528","BGME","connected","12/17/08 11:16:04  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE025","(unknown)","05/20/08 15:59:24  EDT","Chg Trlr Monitoring","09/11/08 16:52:41  EDT","high","232","no","33.41888","-84.18388","0120172660","06 am","","never","off","","no","","","","medium","high","unknown","","unknown","unknown","unknown","unknown","HH","Heavy Haul","no","DE","","","0 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE026",".64 miles ESE of Raphine, VA","01/07/09 19:34:26  EST","UTT Status Report","01/07/09 19:33:40  EST","low","0","no","37.93666","-79.22361","0120131000","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DE","TLK","1992","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/08/08 19:04:25  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE027","2.44 miles S of ATN in CHATTANOOGA, TN","01/07/09 19:16:01  EST","UTT Status Report","01/07/09 19:15:34  EST","low","0","no","34.99444","-85.30083","0120133280","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DE","TLK","2000","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/21/08 22:24:34  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE028","(unknown)","03/18/08 17:50:25  EDT","Chg Trlr Monitoring","09/11/08 16:52:45  EDT","high","118","no","32.35527","-95.26750","0120131544","06 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","HH","Heavy Haul","no","DE","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE029","4.71 miles NNW of H&P Yard in Jacinto...","01/07/09 20:22:36  EST","UTT Status Report","01/07/09 20:21:54  EST","high","8","no","29.81250","-95.23861","0120138081","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DE","LID","2007","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE030","At EPA in EDDYSTONE, PA","01/07/09 20:13:24  EST","UTT Status Report","01/07/09 20:12:58  EST","high","20","no","39.85722","-75.33666","0120133732","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DE","LID","2007","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/02/08 05:26:40  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE031",".99 miles SE of Sloatsburg, NY","01/07/09 18:00:09  EST","UTT Status Report","01/07/09 17:59:36  EST","high","35","no","41.14361","-74.18055","0120144538","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DE","LID","2007","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/03/08 13:43:56  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE032","1.00 miles SE of Sloatsburg, NY","11/08/08 18:25:31  EST","Battery Needs Charge","11/08/08 18:25:56  EST","high","61","no","41.14361","-74.18027","0120133502","06 am","","never","off","","no","medium","medium","","medium","high","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","LID","2007","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE033","4.73 miles NNW of H&P Yard in Jacinto...","12/21/08 02:54:02  EST","Battery Needs Charge","12/21/08 02:54:23  EST","high","29","no","29.81277","-95.23861","0120197566","06 am","","never","off","","no","medium","medium","","","","unknown","","not installed","not installed","not installed","disabled","HH","Heavy Haul","yes","DX","LID","2007","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","TE.03.28.00000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE034","2.44 miles S of ATN in CHATTANOOGA, TN","01/07/09 18:40:21  EST","UTT Status Report","01/07/09 18:39:57  EST","high","37","no","34.99444","-85.30055","0120133727","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DFT","XL","2007","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/14/08 11:06:38  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE04","At HCS Yard in Humble, TX","12/21/08 19:52:58  EST","UTT Status Report","12/22/08 19:52:37  EST","high","27","no","29.93944","-95.26000","0120133650","06 am","","never","off","","no","","","","","high","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","10A","XL","1999","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE040","At HCS Yard in Humble, TX","01/08/09 11:23:11  EST","Omni Disconnect","01/08/09 11:48:58  EST","low","0","yes","29.93916","-95.26027","0120133249","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DE","Xl","2007","53 ft","unknown","unknown","unknown","unknown","untethered","","","connected","01/08/09 11:48:58  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE041","At TOK in Tulsa, OK","01/08/09 01:46:29  EST","UTT Status Report","01/08/09 01:45:46  EST","high","40","no","36.17944","-95.78555","0120133544","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","XL","2007","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE042","2.49 miles SE of Pelham, TN","01/07/09 20:06:04  EST","UTT Status Report","01/07/09 20:05:38  EST","high","14","no","35.28305","-85.85194","0120133766","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","XL","2007","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/22/08 09:12:38  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE043",".98 miles SE of Sloatsburg, NY","01/08/09 03:47:32  EST","UTT Status Report","01/08/09 06:25:11  EST","high","36","no","41.14388","-74.18055","0120152099","06 am","","never","off","","no","","","","","medium","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DE","XL","2007","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/02/08 14:01:42  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE044",".79 miles WSW of WSI in DISTRICT 1-F, LA","01/07/09 21:56:03  EST","UTT Status Report","01/07/09 21:54:57  EST","high","17","no","32.46194","-92.68138","0120133235","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DE","XL","2007","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","10/10/08 09:20:56  EDT","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE045","(unknown)","11/07/07 01:17:05  EST","Chg Trlr Monitoring","09/11/08 16:52:56  EDT","high","428","no","36.07500","-95.85305","0120152308","06 am","","never","off","","no","","","","medium","","unknown","","not installed","not installed","not installed","disabled","HH","Heavy Haul","no","DE","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","TE.03.26.00000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE047",".97 miles SE of Sloatsburg, NY","01/07/09 20:07:11  EST","UTT Status Report","01/07/09 20:06:43  EST","high","27","no","41.14416","-74.18027","0120133155","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DX","TLK","1994","53 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/11/08 05:48:35  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE05","(unknown)","10/11/07 11:05:09  EDT","Chg Trlr Monitoring","09/11/08 16:52:58  EDT","high","118","no","41.10305","-74.02361","0120131662","06 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","HH","Heavy Haul","no","10A","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE07","2.17 miles S of ATN in CHATTANOOGA, TN","01/08/09 09:55:03  EST","UTT Status Report","01/08/09 09:54:28  EST","low","0","no","34.99833","-85.30000","0120133651","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","10A","TRK","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE08","At HCS Yard in Humble, TX","01/05/09 20:45:55  EST","Battery Needs Charge","01/05/09 20:46:18  EST","high","49","no","29.94027","-95.26111","0120131658","06 am","","never","off","","no","medium","medium","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","10A","TRK","1996","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DE09","(unknown)","04/20/08 07:32:34  EDT","Chg Trlr Monitoring","09/11/08 16:53:00  EDT","high","118","no","40.23111","-74.73833","0120152834","06 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","HH","Heavy Haul","no","10A","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DL001","3.69 miles SSE of Reelsville, IN","12/10/08 19:59:03  EST","UTT Status Report","12/10/08 19:59:19  EST","high","28","yes","39.50833","-86.93972","0120131367","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DL","","2003","50 ft","unknown","unknown","unknown","unknown","untethered","","","connected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DL002","At EPA in EDDYSTONE, PA","01/01/09 00:59:59  EST","Battery Needs Charge","01/01/09 01:00:23  EST","high","55","no","39.85722","-75.33694","0120131218","06 am","","never","off","","no","medium","medium","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DL","","2003","50 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DL003","3.77 miles NNE of Nicholasville, KY","08/05/08 11:43:11  EDT","Chg Trlr Monitoring","09/11/08 16:53:06  EDT","high","156","no","37.93888","-84.55055","0120152282","06 am","","never","off","","no","","","","medium","","unknown","","unknown","unknown","unknown","unknown","HH","Heavy Haul","yes","DL","XL","2003","50 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DL004","3.09 miles SSW of ATN in CHATTANOOGA, TN","12/01/08 15:34:34  EST","Battery Needs Charge","12/01/08 15:34:59  EST","high","68","no","34.98638","-85.30944","0120133278","06 am","","never","off","","no","medium","medium","","medium","high","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DL","XL","2003","50 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DL006",".97 miles SE of Sloatsburg, NY","01/08/09 06:30:30  EST","UTT Status Report","01/08/09 06:29:27  EST","high","16","no","41.14416","-74.18027","0120152233","06 am","","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","DE","DIA","2000","50 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","12/22/08 13:04:29  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO12","(unknown)","","Chg Trlr Monitoring","09/11/08 16:53:08  EDT","high","118","no",".00000",".00000","0120131319","06 am","","never","off","","no","","","","","","unknown","","unknown","unknown","unknown","unknown","HH","Heavy Haul","no","GN","","","","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO14",".91 miles NE of Valley Cottage, NY","11/02/08 16:46:36  EST","Omni Disconnect","11/26/08 06:28:37  EST","high","69","no","41.12722","-73.94305","0120131497","","01 00:00:00","never","off","","no","","","","medium","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","GN","TLK","1993","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","11/26/08 06:28:37  EST","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO16","At Memphis, TN","01/07/09 18:33:02  EST","UTT Status Report","01/07/09 18:33:29  EST","low","0","yes","35.08222","-89.94833","0120088746","","01 00:00:00","never","off","","no","","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","GN","TRK","1994","48 ft","unknown","unknown","unknown","unknown","untethered","","","connected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"BGME","DSO18","At TOK in Tulsa, OK","01/07/09 15:16:36  EST","UTT Status Report","01/07/09 15:16:09  EST","high","19","no","36.17944","-95.78694","0120157944","","01 00:00:00","never","off","","no","medium","","","","","unknown","","not installed","not installed","not installed","unknown","HH","Heavy Haul","yes","GN","TLK","1995","48 ft","unknown","unknown","unknown","unknown","untethered","","","disconnected","","no","ungrouped","","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
